episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,48.559284106430276,3.024265621419784,23.455,0.0,1.0,1.0,1.0,0,0,2.7155235493183136,1.0,1.0
2,200,53.7507402356408,2.577243815482476,23.205,0.0,1.0,1.0,1.0,0,0,2.7175423550605773,1.0,1.0
3,200,41.2753200184339,3.572258455559982,20.415,0.0,1.0,0.885,0.885,23,0,2.712927886247635,1.0,1.0
4,200,43.69963438560167,3.874682492021992,23.02,0.0,1.0,1.0,1.0,0,0,2.7127217078208923,1.0,1.0
5,200,40.22893453542008,3.099610826384245,19.165,0.065,0.935,0.9090909090909091,0.85,17,13,2.7136043214797976,1.0,1.0
6,200,52.59761411350186,2.8987155362046066,21.07,0.0,1.0,1.0,1.0,0,0,2.7172418880462645,1.0,1.0
7,200,41.485548975174616,4.474904714184381,22.77,0.0,1.0,1.0,1.0,0,0,2.711805158853531,1.0,1.0
8,200,48.84443851731498,3.0443289989110998,25.885,0.0,1.0,1.0,1.0,0,0,2.7154749965667726,1.0,1.0
9,200,45.53766419839589,3.3061724094275404,21.66,0.0,1.0,1.0,1.0,0,0,2.7133065450191496,1.0,1.0
10,200,46.63898294217406,2.7111196521486507,17.165,0.005,0.995,0.9447236180904522,0.94,11,1,2.716822293996811,1.0,1.0
11,200,45.30798337153119,2.8592410101377856,20.345,0.035,0.965,0.927461139896373,0.895,14,7,2.7163756227493288,1.0,1.0
12,200,47.672161430550695,2.9402088664595185,23.095,0.0,1.0,1.0,1.0,0,0,2.715019392967224,1.0,1.0
13,200,52.09045242023,3.030585590661788,22.36,0.0,1.0,1.0,1.0,0,0,2.716072860956192,1.0,1.0
14,200,49.80175953141861,2.758765863210444,21.94,0.065,0.935,1.0,0.935,0,13,2.7170656287670134,1.0,1.0
15,200,40.761613705431586,4.7853609315997225,23.08,0.0,1.0,1.0,1.0,0,0,2.710475046634674,1.0,1.0
16,200,50.73677140428581,2.9459548594046168,24.015,0.0,1.0,1.0,1.0,0,0,2.716067419052124,1.0,1.0
17,200,43.746867874308364,2.9723910527439106,22.755,0.0,1.0,0.92,0.92,16,0,2.7152356302738188,1.0,1.0
18,200,39.38142899735007,3.244550771970802,21.415,0.035,0.965,0.8808290155440415,0.85,23,7,2.7149230313301085,1.0,1.0
19,200,47.75858195370258,3.037404760626207,24.52,0.0,1.0,1.0,1.0,0,0,2.714801069498062,1.0,1.0
20,200,47.44334198729997,3.2850917073072408,20.885,0.0,1.0,1.0,1.0,0,0,2.714475065469742,1.0,1.0
