episode,task_id,Primary,Primary_Start,Primary_End,Primary_Status,Backup,Backup_Start,Backup_End,Backup_Status,Z,Reliability_Requirement,Primary_Effective_Failure_Rate,Backup_Effective_Failure_Rate,Primary_Reliability_Service_Time,Backup_Reliability_Service_Time,Primary_Failure_Probability,Backup_Failure_Probability,Joint_Failure_Probability,Execution_Reliability,Reliability_Satisfied,Task_Reward,Task_Delay,Reliability_Margin,Reliability_Shortfall,Reliability_Excess,Base_Reward,Reliability_Violation_Log10,Reliability_Penalty,action_index,server_j,server_k
1,1,1,12.183195957161304,13.638163297059146,success,6,12.183195957161304,13.080296810120842,success,,0.99,0.024982671961738034,0.009072061513205436,0.7,0.4117647058823529,0.01733584505776233,0.0037285862358987054,6.463819327004522e-05,0.9999353618067299,True,97.9077836888554,0.8971008529595377,0.009935361806729937,0.0,0.009935361806729937,97.9077836888554,0.0,0.0,4,1,6
1,2,4,16.09629190527735,17.863064132431536,success,5,16.09629190527735,17.908434178279027,success,,0.99,0.010168268506375934,0.0039533631165134964,1.6428571428571428,1.5333333333333334,0.016566257533222287,0.006043487661715249,0.00010011797300282618,0.9998998820269972,True,61.33848025596974,1.7667722271541848,0.009899882026997209,0.0,0.009899882026997209,61.33848025596974,0.0,0.0,18,4,5
1,3,5,17.50111030884051,18.530054347158263,success,8,17.50111030884051,18.225961889941235,success,,0.9999,0.0039533631165134964,0.0020004401396600865,0.4666666666666667,0.35,0.0018432020006479669,0.0006999089982293533,1.2900736658078583e-06,0.9999987099263342,True,111.03418055812173,0.7248515811007259,9.870992633420617e-05,0.0,9.870992633420617e-05,111.03418055812173,0.0,0.0,24,5,8
1,4,4,19.396762479440522,22.757156429493726,success,7,19.396762479440522,22.054450367821737,success,,0.9,0.010168268506375934,0.001521840104873596,3.0,2.3333333333333335,0.030044229084999343,0.003544663041286779,0.00010649666844155047,0.9998935033315585,True,43.49281235064617,2.657687888381215,0.09989350333155844,0.0,0.09989350333155844,43.49281235064617,0.0,0.0,20,4,7
1,5,1,23.841658868041463,,,8,23.841658868041463,24.56728935268906,success,,0.999,0.024982671961738034,0.0020004401396600865,0.6,0.3,0.014877818309265788,0.0005999519986825383,8.925976830679672e-06,0.9999910740231693,True,110.96626908380343,0.7256304846475956,0.000991074023169336,0.0,0.000991074023169336,110.96626908380343,0.0,0.0,6,1,8
1,6,6,24.046310525243264,,,7,24.046310525243264,26.618550658921844,success,,0.99,0.009072061513205436,0.001521840104873596,2.5294117647058822,2.388888888888889,0.022685699537771293,0.003628906463013831,8.232428167060812e-05,0.9999176757183293,True,44.79820052207577,2.57224013367858,0.009917675718329355,0.0,0.009917675718329355,44.79820052207577,0.0,0.0,25,6,7
1,7,2,24.90187406347235,28.020251316802344,success,4,24.90187406347235,27.366322640381544,success,,0.9,0.013432183061591977,0.010168268506375934,2.8181818181818183,2.2142857142857144,0.037146814430951615,0.02226387060158679,0.0008270318697518635,0.9991729681302481,True,46.54100005536647,2.464448576909195,0.09917296813024812,0.0,0.09917296813024812,46.54100005536647,0.0,0.0,8,2,4
1,8,1,25.45528929712531,28.039196491460718,success,7,25.45528929712531,27.840772881144066,success,,0.9999,0.024982671961738034,0.001521840104873596,2.2,1.2222222222222223,0.0534787697508737,0.0018582980170305406,9.937949178128145e-05,0.9999006205082187,True,47.89161312569761,2.385483584018754,6.205082186960809e-07,0.0,6.205082186960809e-07,47.89161312569761,0.0,0.0,5,1,7
1,9,2,26.631126641979524,,,3,26.631126641979524,29.110737277846535,success,,0.9,0.013432183061591977,0.011943065326999727,2.1818181818181817,2.0,0.028881307935293494,0.023603114897199094,0.0006816888295781202,0.9993183111704219,True,46.28902412468231,2.4796106358670116,0.09931831117042189,0.0,0.09931831117042189,46.28902412468231,0.0,0.0,7,2,3
1,10,7,29.34260376105247,30.18635968048992,success,8,29.34260376105247,30.280345108263038,success,,0.999,0.001521840104873596,0.0020004401396600865,0.6111111111111112,0.55,0.0009295810689971892,0.0010996370324180304,1.0222017681040495e-06,0.9999989777982319,True,101.60800775048706,0.8437559194374522,0.0009989777982318815,0.0,0.0009989777982318815,101.60800775048706,0.0,0.0,27,7,8
1,11,4,31.63941489177143,34.63369441536301,success,8,31.63941489177143,33.84511989144451,success,,0.9999,0.010168268506375934,0.0020004401396600865,2.857142857142857,2.0,0.028634238004085353,0.003992887420858376,0.00011433328873237725,0.9998856667112677,False,-7.198841958085826,2.205704999673081,-1.4333288732348848e-05,1.4333288732348848e-05,0.0,-6.617114999019243,0.05817269590665826,0.5817269590665826,21,4,8
1,12,5,35.672529788200706,38.000282916313864,success,6,35.672529788200706,37.479425133116905,success,,0.999,0.0039533631165134964,0.009072061513205436,1.5333333333333334,1.3529411764705883,0.006043487661715249,0.01219894769716347,7.372418989371707e-05,0.9999262758101063,True,60.271590633976786,1.8068953449161995,0.0009262758101062918,0.0,0.0009262758101062918,60.271590633976786,0.0,0.0,22,5,6
1,13,4,41.72685239411447,42.95880109984078,success,6,41.72685239411447,42.84860157038443,success,,0.999,0.010168268506375934,0.009072061513205436,1.0,0.8235294117647058,0.010116746442101622,0.007443270116478877,7.5301676468489e-05,0.9999246983235315,True,84.94860548034605,1.1217491762699652,0.000924698323531481,0.0,0.000924698323531481,84.94860548034605,0.0,0.0,19,4,6
1,14,1,42.4425316637504,44.31203456753545,success,6,42.4425316637504,43.789778040972664,success,,0.9,0.024982671961738034,0.009072061513205436,1.6,0.9411764705882353,0.03918392272454805,0.008502062133111037,0.000333144145623129,0.9996668558543769,True,74.97296878710131,1.3472463772222625,0.09966685585437685,0.0,0.09966685585437685,74.97296878710131,0.0,0.0,4,1,6
1,15,3,43.259346974669164,44.03321700237562,success,7,43.259346974669164,43.75303104546327,success,,0.999,0.011943065326999727,0.001521840104873596,0.5833333333333334,0.3888888888888889,0.00694257629795957,0.0005916516125686628,4.107586462068757e-06,0.9999958924135379,True,136.40920097416813,0.49368407079410304,0.0009958924135379243,0.0,0.0009958924135379243,136.40920097416813,0.0,0.0,16,3,7
1,16,2,44.9692926725941,45.80100299659314,success,6,44.9692926725941,45.59035740094296,success,,0.99,0.013432183061591977,0.009072061513205436,0.6363636363636364,0.4117647058823529,0.008511324684817596,0.0037285862358987054,3.173520806907578e-05,0.9999682647919309,True,120.98716290883858,0.6210647283488626,0.009968264791930914,0.0,0.009968264791930914,120.98716290883858,0.0,0.0,10,2,6
1,17,4,48.35248180799123,49.68603692478434,success,6,48.35248180799123,49.604867798489934,success,,0.99,0.010168268506375934,0.009072061513205436,1.0,0.8235294117647058,0.010116746442101622,0.007443270116478877,7.5301676468489e-05,0.9999246983235315,True,78.8774029987051,1.252385990498702,0.009924698323531489,0.0,0.009924698323531489,78.8774029987051,0.0,0.0,19,4,6
1,18,1,50.1651436458334,,,7,50.1651436458334,52.59384185260829,success,,0.9,0.024982671961738034,0.001521840104873596,3.7,2.0555555555555554,0.08829233791988482,0.003123339078574755,0.00027576690936390394,0.9997242330906361,True,47.144382890016516,2.4286982067748895,0.09972423309063605,0.0,0.09972423309063605,47.144382890016516,0.0,0.0,5,1,7
1,19,3,53.737833182266385,58.07617801920745,success,7,53.737833182266385,56.56142284258397,success,,0.9,0.011943065326999727,0.001521840104873596,3.75,2.5,0.04379838611100111,0.0037973719404703603,0.00016631876245580237,0.9998336812375442,True,41.13150127593411,2.8235896603175874,0.09983368123754421,0.0,0.09983368123754421,41.13150127593411,0.0,0.0,16,3,7
1,20,2,54.550422014671994,56.5688719908213,success,5,54.550422014671994,56.36304602298225,success,,0.9999,0.013432183061591977,0.0039533631165134964,1.7272727272727273,1.2666666666666666,0.022933968719176436,0.0049950761879031125,0.00011455692104327305,0.9998854430789568,False,-6.028085350416994,1.8126240083102587,-1.4556921043240578e-05,1.4556921043240578e-05,0.0,-5.437872024930776,0.059021332548621804,0.5902133254862181,9,2,5
